House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
2,Richards Locks,Owen,Cox,28,Head,Married,Male,Unemployed,None,Christian
2,Richards Locks,Amber,Cox,31,Wife,Married,Female,Camera operator,None,None
3,Richards Locks,Stephen,Young,83,Head,Widowed,Male,Retired Primary school teacher,None,Christian
4,Richards Locks,Frank,Moran,53,Head,Single,Male,Pensions consultant,None,Christian
4,Richards Locks,Alison,Lane,53,Partner,Single,Female,Field trials officer,None,None
5,Richards Locks,Eleanor,Cox,60,Head,Divorced,Female,"Scientist, research (medical)",None,None
5,Richards Locks,Maria,Marshall,10,Granddaughter,NA,Female,Student,None,NA
6,Richards Locks,Declan,Thorpe,42,Head,Single,Male,Information systems manager,None,Christian
7,Richards Locks,Diana,Bowen,18,Head,Single,Female,University Student,None,Methodist
7,Richards Locks,Rita,Hughes,21,None,Single,Female,University Student,None,Catholic
8,Richards Locks,Grace,Hayward,18,Head,Married,Female,Student,None,NA
8,Richards Locks,Nicholas,Hayward,24,Husband,Married,Male,Tourism officer,None,None
9,Richards Locks,Rosie,O'Brien,56,Head,Married,Female,Personal assistant,None,Christian
9,Richards Locks,Antony,O'Brien,60,Husband,Married,Male,"Scientist, research (life sciences)",None,Christian
9,Richards Locks,Jamie,O'Brien,19,Son,Single,Male,University Student,None,Christian
9,Richards Locks,Charlie,O'Brien,17,Adopted Son,NA,Male,Student,None,NA
9,Richards Locks,Charlotte,O'Brien,16,Daughter,NA,Female,Student,None,NA
10,Richards Locks,Caroline,James,46,Head,Married,Female,Garment/textile technologist,None,Sikh
10,Richards Locks,Phillip,James,47,Husband,Married,Male,Furniture conservator/restorer,None,None
11,Richards Locks,Margaret,Jarvis,68,Head,Married,Female,Retired Proofreader,None,Christian
11,Richards Locks,Jacob,Jarvis,72,Husband,Married,Male,Retired Theme park manager,None,None
12,Richards Locks,June,Nicholls,46,Head,Married,Female,"Education officer, community",None,None
12,Richards Locks,Ian,Nicholls,52,Husband,Married,Male,"Administrator, Civil Service",None,None
12,Richards Locks,Christian,Nicholls,24,Son,Single,Male,Graphic designer,None,None
12,Richards Locks,Rebecca,Nicholls,20,Daughter,Single,Female,University Student,None,None
12,Richards Locks,Nicola,Nicholls,16,Daughter,NA,Female,Student,Deaf,NA
13,Richards Locks,Josephine,Jarvis,20,Head,Single,Female,University Student,None,Methodist
13,Richards Locks,Steven,Bruce,23,Partner,Single,Male,Mudlogger,None,Methodist
14,Richards Locks,Amelia,Riley,38,Head,Single,Female,Unemployed,None,Catholic
14,Richards Locks,Bruce,Riley,10,Son,NA,Male,Student,None,NA
15,Richards Locks,Melissa,Brown,37,Head,Divorced,Female,Solicitor,None,None
15,Richards Locks,Simon,Brown,9,Son,NA,Male,Student,None,NA
16,Richards Locks,Benjamin,Kent,30,Head,Widowed,Male,Fitness centre manager,None,None
16,Richards Locks,Patrick,Anderson,35,Lodger,Single,Male,Meteorologist,None,None
17,Richards Locks,Marilyn,Hamilton,50,Head,Single,Female,Town planner,None,Christian
17,Richards Locks,Stewart,Hill,52,Partner,Single,Male,Petroleum engineer,None,Christian
17,Richards Locks,Abigail,Hamilton,14,Daughter,NA,Female,Student,None,NA
18,Richards Locks,Brenda,Elliott,41,Head,Single,Female,"Runner, broadcasting/film/video",None,Methodist
18,Richards Locks,Louis,Simpson,46,Partner,Single,Male,Solicitor,None,Methodist
18,Richards Locks,Natalie,Elliott,15,Daughter,NA,Female,Student,None,NA
19,Richards Locks,Catherine,Smith,50,Head,Divorced,Female,"Engineer, energy",None,Christian
19,Richards Locks,Geraldine,Smith,9,Daughter,NA,Female,Student,None,NA
19,Richards Locks,Steven,Smith,5,Son,NA,Male,Student,None,NA
19,Richards Locks,Andrea,Smith,3,Daughter,NA,Female,Child,None,NA
19,Richards Locks,David,Khan,51,Lodger,Single,Male,Water engineer,None,Methodist
19,Richards Locks,Joanne,Hall,42,Lodger,Single,Female,Patent attorney,None,Christian
20,Richards Locks,Sheila,Jenkins,43,Head,Married,Female,"Administrator, Civil Service",None,Catholic
20,Richards Locks,Charles,Jenkins,44,Husband,Married,Male,"Engineer, petroleum",None,None
21,Richards Locks,Eileen,Jones,54,Head,Single,Female,Public relations officer,None,Christian
22,Richards Locks,Kimberley,Cox,45,Head,Single,Female,Unemployed,None,Christian
22,Richards Locks,Caroline,Cox,16,Daughter,NA,Female,Student,None,NA
23,Richards Locks,Jessica,Evans,58,Head,Single,Female,"Civil engineer, contracting",None,Christian
23,Richards Locks,Kayleigh,Evans,27,Daughter,Single,Female,Magazine journalist,None,None
23,Richards Locks,Arthur,Evans,24,Son,Divorced,Male,Unemployed,None,None
24,Richards Locks,Harriet,Metcalfe,53,Head,Married,Female,"Scientist, marine",None,None
24,Richards Locks,Kieran,Metcalfe,52,Husband,Married,Male,Educational psychologist,None,None
25,Richards Locks,Alexandra,Thomas,56,Head,Widowed,Female,"Programme researcher, broadcasting/film/video",None,Catholic
26,Richards Locks,Abdul,Banks,70,Head,Married,Male,Retired Nutritional therapist,None,Christian
26,Richards Locks,Catherine,Banks,72,Wife,Married,Female,Retired Holiday representative,None,Christian
27,Richards Locks,Katy,Davis,68,Head,Married,Female,Retired Stage manager,None,None
27,Richards Locks,Declan,Davis,70,Husband,Married,Male,Retired Haematologist,None,None
27,Richards Locks,Sam,Davis,36,Son,Single,Male,Legal executive,None,None
27,Richards Locks,Harry,Davis,31,Son,Single,Male,"Solicitor, Scotland",None,None
28,Richards Locks,Marie,Townsend,33,Head,Married,Female,Production manager,None,None
28,Richards Locks,Roy,Townsend,35,Husband,Married,Male,Sports therapist,None,None
29,Richards Locks,Gemma,Marshall,46,Head,Single,Female,Unemployed,None,Christian
29,Richards Locks,Brett,Marshall,15,Son,NA,Male,Student,None,NA
30,Richards Locks,Heather,Kennedy,72,Head,Divorced,Female,Retired Paramedic,None,None
31,Richards Locks,Joanne,Smith,18,Head,Single,Female,Student,None,NA
31,Richards Locks,Eric,Wheeler,20,Partner,Single,Male,"Designer, furniture",None,NA
32,Richards Locks,Marc,Morris,57,Head,Single,Male,Unemployed,None,Christian
33,Richards Locks,Beth,Waters,39,Head,Single,Female,Lobbyist,None,None
33,Richards Locks,Douglas,Waters,13,Son,NA,Male,Student,None,NA
33,Richards Locks,Joe,Waters,9,Son,NA,Male,Student,None,NA
34,Richards Locks,Vanessa,Humphries,38,Head,Single,Female,Unemployed,None,Catholic
34,Richards Locks,Frederick,Roberts,26,Lodger,Single,Male,"Engineer, water",None,None
35,Richards Locks,Hugh,McDonald,55,Head,Single,Male,Audiological scientist,None,None
35,Richards Locks,Amy,Booth,19,None,Single,Female,University Student,None,None
35,Richards Locks,Russell,Clarke,27,None,Single,Male,"Designer, graphic",None,None
36,Richards Locks,Marion,Davis,46,Head,Married,Female,"Development worker, international aid",None,None
36,Richards Locks,Abdul,Davis,52,Husband,Married,Male,Visual merchandiser,None,None
36,Richards Locks,Wayne,Davis,15,Son,NA,Male,Student,None,NA
36,Richards Locks,Jamie,Davis,10,Son,NA,Male,Student,None,NA
37,Richards Locks,Paige,Hughes,54,Head,Married,Female,"Education officer, environmental",None,Christian
37,Richards Locks,Donald,Hughes,53,Husband,Married,Male,Air cabin crew,None,None
37,Richards Locks,Reece,Hughes,19,Son,Widowed,Male,University Student,None,Christian
37,Richards Locks,Antony,Hughes,15,Son,NA,Male,Student,None,NA
37,Richards Locks,Claire,Hughes,7,Daughter,NA,Female,Student,None,NA
38,Richards Locks,Benjamin,Atkinson,69,Head,Married,Male,Retired Physiotherapist,None,Catholic
38,Richards Locks,Yvonne,Atkinson,68,Wife,Married,Female,"Retired Solicitor, Scotland",None,Catholic
39,Richards Locks,Joanna,Evans,40,Head,Single,Female,Unemployed,None,Methodist
39,Richards Locks,Michelle,Evans,13,Daughter,NA,Female,Student,None,NA
39,Richards Locks,Patricia,Evans,10,Daughter,NA,Female,Student,None,NA
39,Richards Locks,Mohamed,Evans,6,Son,NA,Male,Student,None,NA
39,Richards Locks,Stanley,Evans,0,Son,NA,Male,Child,None,NA
39,Richards Locks,Robert,Carter,48,Lodger,Divorced,Male,Geochemist,None,None
40,Richards Locks,Mitchell,Phillips,42,Head,Married,Male,"Lecturer, higher education",None,Christian
40,Richards Locks,Jane,Phillips,38,Wife,Married,Female,Emergency planning/management officer,None,Christian
41,Richards Locks,Iain,Turner,32,Head,Single,Male,PhD Student,None,None
41,Richards Locks,Guy,Williams,19,None,Single,Male,University Student,None,Christian
42,Richards Locks,Thomas,Johnston,59,Head,Single,Male,Civil Service administrator,None,None
42,Richards Locks,Rachel,Howard,55,Partner,Single,Female,Print production planner,None,None
43,Richards Locks,Amy,Watts,44,Head,Single,Female,Medical illustrator,None,None
43,Richards Locks,Alex,Randall,44,Partner,Single,Male,"Programmer, systems",None,None
44,Richards Locks,Joanne,Parkes,59,Head,Single,Female,Control and instrumentation engineer,None,None
44,Richards Locks,Kimberley,Parkes,21,Daughter,Single,Female,University Student,None,None
45,Richards Locks,Brandon,Bond,32,Head,Single,Male,Interpreter,None,None
46,Richards Locks,Joel,Graham,39,Head,Single,Male,Unemployed,None,None
46,Richards Locks,Hugh,Graham,15,Son,NA,Male,Student,None,NA
47,Richards Locks,Karen,French,84,Head,Widowed,Female,Retired Games developer,None,Christian
48,Richards Locks,Sara,Bolton,72,Head,Married,Female,Retired Clinical molecular geneticist,None,Catholic
48,Richards Locks,Francis,Bolton,75,Husband,Married,Male,"Retired Engineer, production",None,Catholic
48,Richards Locks,Tracy,Bolton,36,Daughter,Single,Female,Unemployed,None,Catholic
48,Richards Locks,Daniel,Bolton,34,Son,Single,Male,Illustrator,None,None
48,Richards Locks,Jill,Bolton,32,Daughter,Single,Female,Social worker,None,None
49,Richards Locks,Marilyn,Kelly,57,Head,Divorced,Female,Stage manager,None,None
49,Richards Locks,Abbie,Kelly,18,Daughter,Divorced,Female,Student,None,None
49,Richards Locks,Jeffrey,Kelly,16,Adopted Son,NA,Male,Student,None,NA
50,Richards Locks,Steven,Swift,76,Head,Married,Male,Retired Ergonomist,None,Christian
50,Richards Locks,Paige,Swift,74,Wife,Married,Female,Retired Music therapist,None,None
51,Richards Locks,Julie,Whitehouse,38,Head,Single,Female,Ship broker,None,Catholic
51,Richards Locks,Ronald,Whitehouse,6,Son,NA,Male,Student,None,NA
52,Richards Locks,Kathryn,Lee,58,Head,Single,Female,Unemployed,None,None
52,Richards Locks,Marilyn,Lee,31,Daughter,Divorced,Female,"Surveyor, building",None,None
52,Richards Locks,William,Lee,28,Son,Single,Male,Unemployed,None,Methodist
53,Richards Locks,Ann,Webb,68,Head,Widowed,Female,Retired Furniture designer,None,Christian
54,Richards Locks,Rosemary,Ahmed,66,Head,Married,Female,"Pilot, airline",None,None
54,Richards Locks,Karl,Ahmed,68,Husband,Married,Male,Retired Health and safety inspector,None,None
54,Richards Locks,Barbara,Ahmed,30,Daughter,Widowed,Female,Musician,None,None
54,Richards Locks,Barbara,Ahmed,28,Daughter,Single,Female,Neurosurgeon,None,None
54,Richards Locks,Mitchell,Ahmed,26,Son,Divorced,Male,Musician,None,None
55,Richards Locks,Rachael,Newton,75,Head,Widowed,Female,"Retired Scientist, forensic",None,None
56,Richards Locks,Joanne,Kaur,55,Head,Married,Female,"Therapist, occupational",None,Methodist
56,Richards Locks,Geoffrey,Kaur,63,Husband,Married,Male,Advice worker,None,Methodist
56,Richards Locks,Gregory,Kaur,65,Cousin,Single,Male,Barrister's clerk,None,Methodist
57,Richards Locks,Joan,Simpson,18,Head,Single,Female,University Student,None,Methodist
57,Richards Locks,Barry,Brown,18,None,Single,Male,University Student,None,None
58,Richards Locks,Marilyn,Hughes,33,Head,Single,Female,Police officer,None,None
58,Richards Locks,Raymond,Potts,30,Partner,Single,Male,Sports coach,None,None
58,Richards Locks,Hayley,Hughes,12,Daughter,NA,Female,Student,None,NA
58,Richards Locks,Thomas,Lees,10,Son,NA,Male,Student,None,NA
1,Knight Road,Joyce,Talbot,34,Head,Divorced,Female,Unemployed,None,None
1,Knight Road,Jack,Talbot,4,Son,NA,Male,Child,None,NA
1,Knight Road,Damian,Talbot,2,Son,NA,Male,Child,None,NA
1,Knight Road,Frank,Cameron,51,Lodger,Divorced,Male,Theatre director,None,Catholic
1,Knight Road,Samantha,Cooper,35,Lodger,Single,Female,Broadcast journalist,None,Methodist
2,Knight Road,Pamela,Armstrong,65,Head,Married,Female,Chartered loss adjuster,None,Christian
2,Knight Road,Colin,Armstrong,69,Husband,Married,Male,Retired Risk manager,None,None
2,Knight Road,Naomi,Armstrong,29,Daughter,Single,Female,Insurance account manager,None,None
2,Knight Road,Dorothy,Armstrong,24,Daughter,Widowed,Female,Textile designer,None,Christian
2,Knight Road,Ellie,Armstrong,0,Daughter,NA,Female,Child,None,NA
3,Knight Road,June,Poole-Martin,34,Head,Married,Female,"Administrator, charities/voluntary organisations",None,Catholic
3,Knight Road,Glen,Poole-Martin,36,Husband,Married,Male,Patent examiner,None,Catholic
3,Knight Road,Molly,Poole-Martin,7,Daughter,NA,Female,Student,None,NA
4,Knight Road,Jane,Hodgson,37,Head,Married,Female,"Pilot, airline",None,Methodist
4,Knight Road,Darren,Hodgson,39,Husband,Married,Male,Gaffer,None,Methodist
4,Knight Road,Hollie,Hodgson,3,Daughter,NA,Female,Child,None,NA
4,Knight Road,Reece,Sutton,45,Lodger,Single,Male,Community arts worker,None,Catholic
4,Knight Road,Adam,Fox,55,Lodger,Single,Male,"Programmer, applications",None,Catholic
4,Knight Road,Gary,Sinclair,51,Lodger,Single,Male,"Nurse, mental health",None,Christian
4,Knight Road,Stanley,Cross,32,Lodger,Single,Male,"Investment banker, operational",None,Sikh
4,Knight Road,Russell,Collier,20,Lodger,Single,Male,University Student,None,Catholic
4,Knight Road,Frank,Jenkins,37,Lodger,Divorced,Male,Waste management officer,None,Catholic
5,Knight Road,Donna,Moore,41,Head,Married,Female,"Designer, textile",None,None
5,Knight Road,Peter,Moore,46,Husband,Married,Male,"Psychologist, counselling",None,Catholic
5,Knight Road,Damian,Moore,16,Son,NA,Male,Student,None,NA
5,Knight Road,Wendy,Moore,13,Daughter,NA,Female,Student,None,NA
5,Knight Road,Jay,Moore,9,Son,NA,Male,Student,None,NA
6,Knight Road,Sian,Atkinson,53,Head,Single,Female,Chief Operating Officer,None,Christian
6,Knight Road,Russell,Houghton,54,Partner,Single,Male,"Scientist, physiological",None,Christian
6,Knight Road,Josephine,Atkinson,22,Daughter,Single,Female,Homeopath,None,None
6,Knight Road,Marc,Parker-Atkinson,17,Son,NA,Male,Student,None,NA
6,Knight Road,Suzanne,Parker-Atkinson,13,Daughter,NA,Female,Student,None,NA
7,Knight Road,Lauren,Campbell,48,Head,Divorced,Female,"Conservation officer, nature",None,None
7,Knight Road,Oliver,Campbell,3,Son,NA,Male,Child,None,NA
7,Knight Road,Scott,Campbell,1,Son,NA,Male,Child,None,NA
7,Knight Road,Pauline,Kelly,53,Lodger,Single,Female,Operations geologist,None,Methodist
8,Knight Road,Carol,Brown,55,Head,Married,Female,"Clinical scientist, histocompatibility and immunogenetics",None,Catholic
8,Knight Road,Martyn,Brown,56,Husband,Married,Male,"Engineer, materials",None,Catholic
8,Knight Road,Oliver,Brown,22,Son,Divorced,Male,University Student,None,Catholic
8,Knight Road,Karen,Brown,19,Daughter,Single,Female,University Student,None,None
8,Knight Road,Chloe,Brown,18,Daughter,Single,Female,Student,None,None
9,Knight Road,Joanna,Richardson,51,Head,Single,Female,"Designer, blown glass/stained glass",None,Christian
9,Knight Road,Alison,Richardson,13,Daughter,NA,Female,Student,None,NA
9,Knight Road,Antony,Richardson,13,Son,NA,Male,Student,None,NA
9,Knight Road,Joe,Richardson,10,Son,NA,Male,Student,None,NA
9,Knight Road,Glenn,Richardson,5,Son,NA,Male,Student,None,NA
10,Knight Road,Katy,Brennan,61,Head,Married,Female,"Engineer, production",None,None
10,Knight Road,Nicholas,Brennan,56,Husband,Married,Male,Product manager,None,None
10,Knight Road,Neil,Brennan,15,Son,NA,Male,Student,None,NA
11,Knight Road,Alexander,Hutchinson,28,Head,Single,Male,Agricultural consultant,None,Catholic
11,Knight Road,Heather,Simmons,39,None,Single,Female,Government social research officer,None,Christian
11,Knight Road,Mitchell,Hughes,37,None,Single,Male,Personal assistant,None,None
11,Knight Road,June,Hall,33,None,Single,Female,"Programmer, systems",None,None
11,Knight Road,Roger,Marshall,27,None,Single,Male,Tourism officer,None,Christian
12,Knight Road,Sophie,Burrows,20,Head,Single,Female,University Student,None,Methodist
13,Knight Road,Mary,Moran,54,Head,Married,Female,Lobbyist,Mental Disability,Catholic
13,Knight Road,Paul,Moran,58,Husband,Married,Male,Paediatric nurse,None,Catholic
13,Knight Road,Terry,Moran,22,Son,Single,Male,University Student,None,None
13,Knight Road,Brian,Moran,20,Son,Single,Male,University Student,None,Catholic
13,Knight Road,Leon,Moran,18,Son,Divorced,Male,Student,None,Catholic
13,Knight Road,Wendy,Moran,14,Daughter,NA,Female,Student,None,NA
13,Knight Road,Sian,Moran,10,Daughter,NA,Female,Student,None,NA
14,Knight Road,Carol,Matthews,24,Head,Divorced,Female,Software engineer,None,None
14,Knight Road,Jemma,Barry-Matthews,4,Daughter,NA,Female,Child,None,NA
14,Knight Road,Frederick,Barry-Matthews,0,Son,NA,Male,Child,None,NA
14,Knight Road,Louise,Walters,34,Visitor,Widowed,Female,Recruitment consultant,None,None
14,Knight Road,Joe,Walton,24,Lodger,Divorced,Male,Herbalist,None,None
15,Knight Road,Mark,Hall,42,Head,Married,Male,Production engineer,None,Christian
15,Knight Road,Hilary,Hall,42,Wife,Married,Female,"Buyer, retail",None,None
15,Knight Road,Abdul,Hall,21,Son,Single,Male,University Student,None,None
15,Knight Road,Janice,Hall,19,Daughter,Divorced,Female,University Student,None,Christian
15,Knight Road,Katherine,Hall,15,Daughter,NA,Female,Student,None,NA
15,Knight Road,Diana,Hall,15,Daughter,NA,Female,Student,None,NA
15,Knight Road,Jane,Hall,13,Daughter,NA,Female,Student,None,NA
15,Knight Road,Gregory,Hall,13,Son,NA,Male,Student,None,NA
15,Knight Road,Ronald,Hall,10,Son,NA,Male,Student,None,NA
15,Knight Road,Billy,Hall,7,Son,NA,Male,Student,None,NA
15,Knight Road,Catherine,Russell,46,Lodger,Single,Female,Logistics and distribution manager,None,Catholic
16,Knight Road,Sharon,Edwards,50,Head,Married,Female,Comptroller,None,Christian
16,Knight Road,William,Edwards,53,Husband,Married,Male,Photographer,None,None
16,Knight Road,Ellie,Edwards,21,Daughter,Single,Female,University Student,None,None
16,Knight Road,Leigh,Edwards,8,Son,NA,Male,Student,None,NA
17,Knight Road,Julian,Smith,30,Head,Single,Male,PhD Student,None,Methodist
